arch / model,DRAM,Global buffer,Local (spads/RF),NoC,Compute,Standby,ECC decode,Reconstruction,Recon overhead,total_uJ,DRAM_weight_uJ,DRAM_weight_reads,pJ_per_DRAM_weight_read,model_weights,DRAM_refetch_x,layers_ok,layers_skipped
eyeriss_like_wglb / resnet18,324.846592,176.29348256,107.40339370999999,163.09144014512,40.437841920000004,0.0,0.0,0.0,0.0,812.07275033512,28.50816,445440.0,64.0,304320.0,1.4637223974763407,2.0,0.0
