,base_DRAM,embe_DRAM,recon_DRAM,base_Global buffer,embe_Global buffer,recon_Global buffer,base_Local (spads/RF/NoC),embe_Local (spads/RF/NoC),recon_Local (spads/RF/NoC),base_Compute,embe_Compute,recon_Compute,base_ECC decode,embe_ECC decode,recon_ECC decode,base_Reconstruction,embe_Reconstruction,recon_Reconstruction,base_total_uJ,base_saving_pct,embe_total_uJ,embe_saving_pct,recon_total_uJ,recon_saving_pct
resnet18,3509.101989647059,3098.640384,3098.640384,9237.1534186,9237.1534186,9150.473400491428,1370.9522729999987,1370.9522729999987,1235.362790380951,2059.9709857999997,2059.9709857999997,2059.9709857999997,0.0,0.0,0.0,0.0,0.0,8.82840339730171,16177.178667047056,0.0,15766.717061399997,2.5372879541917257,15553.27596406968,3.856684257609555
