,embedded_mean_pct,embedded_min_pct,embedded_max_pct,recon_mean_pct,recon_min_pct,recon_max_pct
eyeriss_v2_like,6.538664977976441,6.538664977976441,6.538664977976441,8.711962849688554,8.711962849688554,8.711962849688554
eyeriss_like,4.640565875861985,4.640565875861985,4.640565875861985,10.10467382633617,10.10467382633617,10.10467382633617
simple_weight_stationary,2.5372879541917257,2.5372879541917257,2.5372879541917257,3.856684257609555,3.856684257609555,3.856684257609555
simba_like,1.9880959981218538,1.9880959981218538,1.9880959981218538,4.808068340511095,4.808068340511095,4.808068340511095
simple_output_stationary,4.154063220934686,4.154063220934686,4.154063220934686,5.008599218457464,5.008599218457464,5.008599218457464
