,base_DRAM,embe_DRAM,recon_DRAM,base_Global buffer,embe_Global buffer,recon_Global buffer,base_Local (spads/RF/NoC),embe_Local (spads/RF/NoC),recon_Local (spads/RF/NoC),base_Compute,embe_Compute,recon_Compute,base_ECC decode,embe_ECC decode,recon_ECC decode,base_Reconstruction,embe_Reconstruction,recon_Reconstruction,base_total_uJ,base_saving_pct,embe_total_uJ,embe_saving_pct,recon_total_uJ,recon_saving_pct
resnet18,4269.790780235295,3660.29056,3660.29056,752.1563098799996,752.1563098799996,752.1563098799996,6052.26074063,6052.26074063,5308.376190551905,2059.9709857999997,2059.9709857999997,2059.9709857999997,0.0,0.0,0.0,0.0,0.0,26.2188411337467,13134.178816545293,0.0,12524.678596309997,4.640565875861985,11807.01288736565,10.10467382633617
