# arch	model	K	arm	fingerprint	cycle_seconds	variant_slug	note
# grid A: arch x model, at env.sh's K and the reference arm
eyeriss_like_wglb	resnet18	39	recon5	a19ba148a23a	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw5-filter_glb+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_like_wglb	resnet18	45	reference	d1444604cd01	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax	
eyeriss_like_wglb	resnet18	45	recon1	f897f7da920e	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_like_wglb	resnet18	45	recon2	861796a67cfa	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__ert-recon2-filter_glb-read	
eyeriss_like_wglb	resnet18	45	recon3	0d37ff8156ef	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__arm-recon3	
eyeriss_like_wglb	resnet18	45	recon4	8c9de384e25c	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_like_wglb	resnet18	45	recon5	2b50c6c84388	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_like_wglb	resnet18	51	reference	d1444604cd01	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax	
eyeriss_like_wglb	resnet18	51	recon1	69b84865f585	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_like_wglb	resnet18	51	recon2	b6daec49d3c3	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__ert-recon2-filter_glb-read	
eyeriss_like_wglb	resnet18	51	recon3	103011e80aa2	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__arm-recon3	
eyeriss_like_wglb	resnet18	51	recon4	d37742c3e421	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_like_wglb	resnet18	51	recon5	8d2f17eb3d11	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw6-filter_glb+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_like_wglb	resnet18	57	reference	d1444604cd01	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax	
eyeriss_like_wglb	resnet18	57	recon1	8ff7b5db3ecd	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_like_wglb	resnet18	57	recon2	3099847ac3e3	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw7-filter_glb__mcons__wrelax__ert-recon2-filter_glb-read	
eyeriss_like_wglb	resnet18	57	recon3	5be51c19e6df	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw7-filter_glb__mcons__wrelax__arm-recon3	
eyeriss_like_wglb	resnet18	57	recon4	9b3d239d7ef0	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw7-filter_glb__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_like_wglb	resnet18	57	recon5	4055d5a10d22	5e-09	vic2000__vicx__alg-linear_pruned__to100000000__noc__clk5e-09__paper__wt96__wdw7-filter_glb+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like	resnet18	30	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	30	recon1	15f470ea0c78	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	30	recon2	15f470ea0c78	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	30	recon3	c729ecada118	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	30	recon4	62ba08c9f6df	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like	resnet18	36	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	36	recon1	7d2606ab7217	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	36	recon2	7d2606ab7217	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	36	recon3	6bc5a4609321	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	36	recon4	b132bb4689d4	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like	resnet18	39	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	39	recon1	fbb37391271a	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	39	recon2	fbb37391271a	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	39	recon3	037f31da9b33	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	39	recon4	075b246f7d49	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like	resnet18	45	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	45	recon1	c56767bec6ae	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	45	recon2	c56767bec6ae	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	45	recon3	7242c97c9e48	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	45	recon4	c58c94115ae9	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like	resnet18	51	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	51	recon1	927059fd233a	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	51	recon2	927059fd233a	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	51	recon3	471b305bdd85	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	51	recon4	7c44ecedd368	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like	resnet18	57	reference	7eec9b38d896	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax	
eyeriss_v2_like	resnet18	57	recon1	f077dfe6150c	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon1	
eyeriss_v2_like	resnet18	57	recon2	f077dfe6150c	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__arm-recon2	
eyeriss_v2_like	resnet18	57	recon3	f95f26737fdc	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wrelax__ert-recon3-weights_spad-write	
eyeriss_v2_like	resnet18	57	recon4	1a283b10975f	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weights_spad__wrelax__ert-recon4-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	30	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	30	recon1	847874148810	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	30	recon2	d008cd9dc8bc	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	30	recon3	8742e29e054f	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	30	recon4	c108b64fe720	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	30	recon5	b21cb1650513	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	36	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	36	recon1	c3731ca1d087	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	36	recon2	f29a214167b2	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	36	recon3	5f3459990976	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	36	recon4	74d08a74b961	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	36	recon5	4645665a27f2	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	39	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	39	recon1	f43738f7c525	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	39	recon2	9ff7597a05aa	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	39	recon3	49f804844e58	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	39	recon4	a9e32af4d402	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	39	recon5	5a9d6ac6cc5d	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	45	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	45	recon1	5ca5743ccd02	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	45	recon2	9cb808face74	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	45	recon3	8359c6ab83d5	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	45	recon4	c4ff3b470680	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	45	recon5	b6b7ce98ec9e	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	51	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	51	recon1	2f26abd163c8	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	51	recon2	d064a86d2ef9	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	51	recon3	7508a47818e2	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	51	recon4	7e2abcd019bd	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	51	recon5	a11fa15195a0	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
eyeriss_v2_like_wglb	resnet18	57	reference	f4a0194ce204	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax	
eyeriss_v2_like_wglb	resnet18	57	recon1	7b587e3d213c	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__wrelax__arm-recon1	
eyeriss_v2_like_wglb	resnet18	57	recon2	d192836bc501	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb__mcons__wrelax__ert-recon2-weight_glb-read	
eyeriss_v2_like_wglb	resnet18	57	recon3	4be139930602	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb+weight_noc__mcons__wrelax__arm-recon3	
eyeriss_v2_like_wglb	resnet18	57	recon4	c9e99ac0692e	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb+weight_noc__mcons__wrelax__ert-recon4-weights_spad-write	
eyeriss_v2_like_wglb	resnet18	57	recon5	269d0ad6b973	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb+weight_noc+weights_spad__mcons__wrelax__ert-recon5-weights_spad-read	
simple_weight_stationary	resnet18	30	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	30	recon1	377adfcc3f49	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	30	recon2	a2e08c0e0417	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	30	recon3	daae44bec40e	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	30	recon4	fb4b4e0f7a98	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw4-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_weight_stationary	resnet18	36	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	36	recon1	2ffeecc3b3ee	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	36	recon2	11489d2c8392	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	36	recon3	ae1347588f14	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	36	recon4	f21a2f885be0	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_weight_stationary	resnet18	39	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	39	recon1	d1ecad2653b6	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	39	recon2	ffe5cdcbbd8f	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	39	recon3	18df8682d8a7	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	39	recon4	3cd49dca8e2e	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw5-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_weight_stationary	resnet18	45	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	45	recon1	a26c71a02230	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	45	recon2	dd489cbde9b7	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	45	recon3	b47697b57a4e	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	45	recon4	9fd14e23ca7d	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_weight_stationary	resnet18	51	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	51	recon1	21b9e151d906	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	51	recon2	f7c08270964a	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	51	recon3	70955c53d046	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	51	recon4	76fa6a3178b9	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw6-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_weight_stationary	resnet18	57	reference	946dbf528944	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons	
simple_weight_stationary	resnet18	57	recon1	52c7c9d12c9c	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__mcons__arm-recon1	
simple_weight_stationary	resnet18	57	recon2	b9b7a2866637	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb__mcons__ert-recon2-weight_glb-read	
simple_weight_stationary	resnet18	57	recon3	5c3f9ff2a43f	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb__mcons__ert-recon3-pe_spad-write	
simple_weight_stationary	resnet18	57	recon4	35bc5617d5a3	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96__wdw7-weight_glb+pe_spad__mcons__ert-recon4-pe_spad-read	
simple_output_stationary	resnet18	30	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_output_stationary	resnet18	36	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_output_stationary	resnet18	39	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_output_stationary	resnet18	45	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_output_stationary	resnet18	51	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_output_stationary	resnet18	57	reference	c81b2d039911	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	30	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	36	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	39	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	45	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	51	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simple_input_stationary	resnet18	57	reference	d045b529de51	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	30	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	36	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	39	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	45	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	51	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
simba_like	resnet18	57	reference	39d262c409bb	1e-9	vic2000__vicx__alg-linear_pruned__to100000000__noc__paper__wt96	no-placement-table
# digests
_components_digest	91e7f4dbe0b6
_config_hash	36a80922
